,type,category,review,star,token_review
343,갤럭시S21,만족도,"최고예요
배송은 매우 빨랐고 포장도 꼼꼼히 되있어서 파손없이 폰 수령 했어요!!라벤더 컬러가 품절이라 핑크 구매했는데 생각보다 나쁘지 않았고 베이비 핑크 느낌이 강한거 같아요 같이온 무선충전기는 작아서 좋지만.. 충전시 폰에서 약간의 발열이 생기는듯 합니다ㅠㅠ",5,"['최고', '예요', '\n', '배송', '은', '매우', '빨랐고', '포장', '도', '꼼꼼히', '되있어서', '파손', '없이', '폰', '수령', '했어요', '라벤더', '컬러', '가', '품절', '이라', '핑크', '구매', '했는데', '생각', '보다', '나쁘지', '않았고', '베이비', '핑크', '느낌', '이', '강한거', '같아요', '같', '이온', '무선', '충전기', '는', '작아서', '좋지만', '충', '전시', '폰', '에서', '약간', '의', '발열', '이', '생기는듯', '합니다']"
344,갤럭시S21,만족도,"최고예요
처음으로 자급제로 구매해본 핸드폰이이번에 산 갤럭시S21 5G였습니다처음이니깐 걱정이 많이 됐는데21프로 쿠폰으로 99만원 기기를너무 저렴하게 78만원으로 샀네요배송도 너무 빠르구요 ？s？s이에 정성스럽게포장이와서 박스가 어느하나 일그러진 부분없이 온전하게 왔네요ㅎㅎ성능도 S9에서 바꿔서그런지 빠릿빠릿하고너무 만족하고있습니다 S21쓰고 다음에또 자급제로 바꿀때 여기서 구매하고 싶네요매우 강추입니다!!",5,"['최고', '예요', '\n', '처음', '으로', '자급', '제로', '구매', '해본', '핸드폰', '이', '이번', '에', '산', '갤럭시', 'S', '21', '5', 'G', '였습니다', '처음', '이', '니깐', '걱정', '이', '많이', '됐는데', '21', '프로', '쿠폰', '으로', '99만원', '기기', '를', '너무', '저렴하게', '78만원', '으로', '샀네요', '배송', '도', '너무', '빠르구요', 'ss', '이', '에', '정성', '스럽게', '포장', '이', '와서', '박스', '가', '어느', '하나', '일그러진', '부분', '없이', '온전', '하게', '왔네요', '성능', '도', 'S', '9', '에서', '바꿔서', '그런지', '빠릿빠릿', '하고', '너무', '만족하고있습니다', 'S', '21', '쓰고', '다음', '에', '또', '자급', '제로', '바꿀', '때', '여기', '서', '구매', '하고', '싶네요', '매우', '강추', '입니다']"
345,갤럭시S21,만족도,"최고예요
전에 폰인 a7 폰을 알뜰유심 끼워서 사용하다가 속도가 너무 느려져서 이번에 s21 폰을 새로 바꿨습니다!항상 매장에서만 사다가 처음으로 11번가에서 자급제로 기계만 주문했는데 바이올렛 색 너무 예쁘고 영롱한 보라색이라 추천드립니다 충전기랑 필름, 케이스도 같이 무료로 줘서 감사합니다 따로 살 필요 없어서 더 만족스럽고 편하네요성능도 훨씬 좋아서 앞으로가 기대됩니다잘 사용하겠습니다 ~~~",5,"['최고', '예요', '\n', '전', '에', '폰', '인', 'a', '7', '폰', '을', '알뜰', '유심', '끼워서', '사용', '하다가', '속도', '가', '너무', '느려져서', '이번', '에', 's', '21', '폰', '을', '새로', '바꿨습니다', '항상', '매장', '에서만', '사', '다가', '처음', '으로', '11', '번가', '에서', '자급', '제로', '기계', '만', '주문', '했는데', '바이올렛', '색', '너무', '예쁘고', '영롱한', '보라색', '이라', '추천', '드립니다', '충전기', '랑', '필름', '케이스', '도', '같이', '무료', '로', '줘서', '감사합니다', '따로', '살', '필요', '없어서', '더', '만족스럽고', '편하네요', '성능', '도', '훨씬', '좋아서', '앞', '으로가', '기대', '됩니다', '잘', '사용', '하겠습니다']"
346,갤럭시S21,만족도,"최고예요
생각외로 발열이 없어서 다행이네요게임 구동과 동영상 재생도 문제없이 빠르게 재생됩니다 이전 모델보다 크기가 작고 베젤을 최소화하기 위해 전면 카메라가 화면 상단 한 가운데 위치한건 불가피한건가 싶다가도 적응이 되려면 시간이 걸릴 듯합니다",5,"['최고', '예요', '\n', '생각', '외로', '발열', '이', '없어서', '다행', '이네', '요', '게임', '구동', '과', '동영상', '재생', '도', '문제', '없이', '빠르게', '재생', '됩니다', '이전', '모델', '보다', '크기', '가', '작고', '베젤', '을', '최소', '화하기', '위해', '전면', '카메라', '가', '화면', '상단', '한', '가운데', '위치', '한', '건', '불가피한', '건가', '싶다가도', '적응', '이', '되려면', '시간', '이', '걸릴', '듯', '합니다']"
347,갤럭시S21,만족도,"최고예요
뽁뽁이 포장되어 안전하게 대한통운 택배로 빠르게 배송되어져 왔어요!! 아이 생일 선물로 주문한건데 너무 좋아하네요~아이가 핑크랑 화이트 중 색상 고민하다 화이트로 선택해서 구매했는데 기본 색상이라 안질리고 오래 사용할거 같아요.부디 떨어트리지 않고 오래 사용하길 바래봅니다.^^파손보험 가입을 해줘야겠어요.굳이 5G 요금제를 사용할 필요성을 못느껴서 자급제폰으로 구매해줬어요",5,"['최고', '예요', '\n', '뽁뽁', '이', '포장', '되어', '안전하게', '대', '한', '통운', '택배', '로', '빠르게', '배송', '되어져', '왔어요', '아이', '생일', '선물', '로', '주', '문', '한', '건데', '너무', '좋아하네요', '아이', '가', '핑크', '랑', '화이트', '중', '색상', '고민', '하다', '화이트', '로', '선택', '해서', '구매', '했는데', '기본', '색상', '이라', '안질리고', '오래', '사용', '할거', '같아요', '부디', '떨어', '트리', '지', '않고', '오래', '사용', '하길', '바', '래', '봅니다', '파손', '보험', '가입', '을', '해줘야겠어요', '굳이', '5', 'G', '요', '금제', '를', '사용', '할', '필요성', '을', '못', '느껴서', '자급', '제', '폰', '으로', '구매', '해줬어요']"
348,갤럭시S21,만족도,"최고예요
빠르게 잘 도착해서 받았습니다. 이곳저곳 비교했는데 가격 조건이 괜찮더라구요. 자급제 구매는 처음인데 유심끼고 삼성스위치 쓰는법 검색해서 쉽게 데이터 등등을 다 옮겼습니다. 폰은 새건데 쓰던 프로그램. 파일이 다 있으니 정말 편하고 좋아요. 추천합니다.",5,"['최고', '예요', '\n', '빠르게', '잘', '도착', '해서', '받았습니다', '이', '곳', '저', '곳', '비교', '했는데', '가격', '조건', '이', '괜찮더라구요', '자급', '제', '구매', '는', '처음', '인데', '유심', '끼', '고', '삼성', '스위치', '쓰는', '법', '검색', '해서', '쉽게', '데이터', '등등', '을', '다', '옮겼습니다', '폰', '은', '새건데', '쓰던', '프로그램', '파일', '이', '다', '있으니', '정말', '편하고', '좋아요', '추천', '합니다']"
349,갤럭시S21,만족도,"최고예요
약정이 다되서 알아보던중 구매하게 되었는데 완전 대만족입니다. 동영상 재생할때 스피커로 틀어놓으면 소리가 장난아니게 웅장하고 크고 퀄이 장난아니네요. 이어폰 안써도 음질이 너무좋승니다. 약정부담도 없고 진짜 잘산거 같아요.주변에도 적극 추천하였습니다.",5,"['최고', '예요', '\n', '약정', '이', '다', '되서', '알아보던', '중', '구매', '하게', '되었는데', '완전', '대', '만족', '입니다', '동영상', '재생', '할', '때', '스피커', '로', '틀어놓으면', '소리', '가', '장난', '아니게', '웅장', '하고', '크고', '퀄', '이', '장난', '아니네요', '이어폰', '안', '써도', '음질', '이', '너무', '좋', '승니', '다', '약정', '부담', '도', '없고', '진짜', '잘산거', '같아요', '주변', '에도', '적극', '추천', '하였습니다']"
350,갤럭시S21,만족도,"최고예요
갤럭시s8+를 쓰다가 이제 새 폰이 필요할 것 같아서 아이폰과 s21을 고민했어요. 삼성페이를 못 잃어서 갤럭시로 결정했어요. 어디서 살 지 검색하다 11번가에서 할인해서 구매하게 되었어요. 택배는 예정일 보다 하루 늦게 왔지만 정오에 와서 괜찮았어요. 포장상태는 에어캡에 꼼꼼하게 포장되어 왔어요. 아직 전원을 켜보지는 않았는데 생각보다 크네요^^; 사은품도 잘 받았습니다. 자급제폰이라 기존에 쓰던 알뜰요금제로 잘 사용할 것 같아요~기본 앱만 있어 좋네요~^^",5,"['최고', '예요', '\n', '갤럭시', 's', '8', '를', '쓰다가', '이제', '새', '폰', '이', '필요할', '것', '같아서', '아이폰', '과', 's', '21', '을', '고민', '했어요', '삼', '성', '페이', '를', '못', '잃어서', '갤럭시', '로', '결정', '했어요', '어디서', '살', '지', '검색', '하다', '11', '번가', '에서', '할인', '해서', '구매', '하게', '되었어요', '택배', '는', '예정일', '보다', '하루', '늦게', '왔지만', '정오', '에', '와서', '괜찮았어요', '포장', '상태', '는', '에어캡', '에', '꼼꼼하게', '포장', '되어', '왔어요', '아직', '전원', '을', '켜', '보지', '는', '않았는데', '생각', '보다', '크네요', '사은', '품도', '잘', '받았습니다', '자급', '제', '폰', '이라', '기존', '에', '쓰던', '알뜰', '요금', '제로', '잘', '사용', '할', '것', '같아요', '기본', '앱', '만', '있어', '좋네요']"
351,갤럭시S21,만족도,"최고예요
기존에 S7을 4년동안 사용했는데 용량이 부족해서 새로 구입하게됐어요..일단 가볍고 얇습니다.용량이 넉넉해서 걱정없이 앱도 깔고 카메라 성능또한 우수하네요 ㅎㅎ. 케이스랑 카메라렌즈 보호필름,무선충전기까지 잘 받았습니다. 액정보호필름은 붙여서 출시되는 제품이라 따로 구매하지 않아도되서 좋았어요..핑크색을 사고싶었는데 품절이라 바이올렛으로 구매해서 약간 아쉽긴합니다.",5,"['최고', '예요', '\n', '기존', '에', 'S', '7', '을', '4년', '동안', '사용', '했는데', '용량', '이', '부족해서', '새로', '구입', '하게', '됐어요', '일단', '가볍고', '얇습니다', '용량', '이', '넉넉해서', '걱정', '없이', '앱', '도', '깔고', '카메라', '성능', '또한', '우수하네요', '케이스', '랑', '카메라', '렌즈', '보호', '필름', '무선', '충전기', '까지', '잘', '받았습니다', '액정', '보호', '필름', '은', '붙여서', '출시', '되는', '제품', '이라', '따로', '구매', '하지', '않아도', '되서', '좋았어요', '핑크색', '을', '사고싶었는데', '품절', '이라', '바이올렛', '으로', '구매', '해서', '약간', '아쉽긴', '합니다']"
352,갤럭시S21,만족도,"최고예요
투고 서비스 이용해서 써보아서 성능은 알고 있었는데 자급제폰으로 요금변동없이 저렴하게 그리고 빠르게 구매할 수 있어서 좋네요.색깔은 디지털프라자가서 보고 골랐는데 바이올렛이 각도에 따라 색감이 조금씩 달라서 우아합니디.",5,"['최고', '예요', '\n', '투고', '서비스', '이용', '해서', '써', '보아', '서', '성능', '은', '알', '고', '있었는데', '자급', '제', '폰', '으로', '요금', '변동', '없이', '저렴하게', '그리고', '빠르게', '구매', '할', '수', '있어서', '좋네요', '색깔', '은', '디지털프라자', '가서', '보고', '골랐는데', '바이올렛', '이', '각도', '에', '따라', '색감', '이', '조금씩', '달라', '서', '우아합니디']"
353,갤럭시S21,만족도,"최고예요
삼성 배송 빨라요핸드폰 구동도 저가폰이랑 다르게 좋네요일단 많이 쓰는기종이라 그런지 케이스도 많아서 좋구요삼성페이 좋고카메라 동영상도 잘 찍혀요아! 무선충전도 가능해요 !다른 저가폰은 안되더라구요세일할때 사서 좋네요 사은퓸으로 주신 무선충전기는충전할때 빛이 나서 밤에 충전하면 좀 눈부셔용!",5,"['최고', '예요', '\n', '삼성', '배송', '빨라요', '핸드폰', '구동', '도', '저', '가폰', '이랑', '다르게', '좋네요', '일단', '많이', '쓰는기', '종이', '라', '그런지', '케이스', '도', '많아서', '좋구요', '삼', '성', '페이', '좋고', '카메라', '동영상', '도', '잘', '찍혀', '요', '아', '무선', '충전', '도', '가능해요', '다른', '저', '가폰', '은', '안되더라구요', '세', '일', '할', '때', '사서', '좋네요', '사은', '퓸', '으로', '주신', '무선', '충전기', '는', '충전', '할', '때', '빛', '이', '나서', '밤', '에', '충전', '하면', '좀', '눈부셔용']"
354,갤럭시S21,만족도,"최고예요
오래 쓰던 휴대폰을 바꾸려고 많이 알아봤는데, 자급제폰이 기기값이나 추후 요금 면에서도 좋을거 같아서 선택했습니다:) 아직 적응중이긴 한데, 색상도 너무 예쁘고 반응도 빠르고 용량도 넉넉하니 좋아요!쿠폰 적용하면 금액은 다 동일해서 사은품 보고 결정했는데 딱 필요한 사은품으로 구성돼있어 좋아요.배송은 조금 아쉬웠지만 그래도 빠르게 받아볼수 있었던거 같습니다~",5,"['최고', '예요', '\n', '오래', '쓰던', '휴대폰', '을', '바꾸려고', '많이', '알아봤는데', '자급', '제', '폰', '이', '기', '기', '값', '이나', '추후', '요금', '면', '에서도', '좋을거', '같아서', '선택', '했습니다', '아직', '적응', '중', '이긴', '한데', '색상', '도', '너무', '예쁘고', '반응', '도', '빠르고', '용량', '도', '넉넉하니', '좋아요', '쿠폰', '적용', '하면', '금액', '은', '다', '동일해서', '사은', '품', '보고', '결정', '했는데', '딱', '필요한', '사은', '품', '으로', '구성', '돼있어', '좋아요', '배송', '은', '조금', '아쉬웠지만', '그래도', '빠르게', '받아', '볼수', '있었던거', '같습니다']"
355,갤럭시S21,만족도,"최고예요
쓸데없는 사은품 대신 필요한 것만 쏙쏙 들어가있어서 여기서 구매했습니다배송도 다음 날 바로 받았어요거의 4년만에 새 핸드폰인데 정말 좋네요가볍고 그립감 좋고색도 실물이 더 오묘하니 예쁩니다마음에 쏙 드는데 오래오래 사용할 수 있으면 좋겠어요 :)",5,"['최고', '예요', '\n', '쓸데없는', '사은', '품', '대신', '필요한', '것', '만', '쏙쏙', '들어가있어서', '여기', '서', '구매', '했습니다', '배송', '도', '다음', '날', '바로', '받았어요', '거의', '4년', '만에', '새', '핸드폰', '인데', '정말', '좋네요', '가볍고', '그립', '감', '좋', '고색', '도', '실물', '이', '더', '오묘하니', '예쁩니다', '마음', '에', '쏙', '드는데', '오래오래', '사용', '할', '수', '있으면', '좋겠어요']"
